,date_time,ticker,headline,neg,neu,pos,compound,Unnamed: 0
48,2020-09-23 10:19:00,JNJ,"US STOCKS-S&P 500, Nasdaq retreat as business activity dips",0.0,0.816,0.184,0.2023,
49,2020-09-23 09:59:00,JNJ,"Dow Jones Today Jumps, Nasdaq Dips As Nike Rallies; J&J Vaccine Enters Phase 3",0.0,1.0,0.0,0.0,
50,2020-09-23 09:47:00,JNJ,"Johnson & Johnson Launches Phase 3 Coronavirus Vaccine Trial, Shares Jump",0.0,0.784,0.21600000000000005,0.29600000000000004,
51,2020-09-23 09:45:00,JNJ,"Nike, Boeing share gains contribute to Dow's 135-point climb",0.0,0.603,0.397,0.5574,
52,2020-09-23 09:33:00,JNJ,Dow rises over 100 points as stocks continue rebound from selloff,0.0,1.0,0.0,0.0,
53,2020-09-23 09:18:00,JNJ,"J&J kicks off final study of single-shot COVID-19 vaccine in 60,000 volunteers",0.0,1.0,0.0,0.0,
54,2020-09-23 08:52:00,JNJ,Coronavirus update: Johnson & Johnson vaccine enters phase 3 as Fauci heads to Senate,0.0,1.0,0.0,0.0,
55,2020-09-23 08:20:00,JNJ,"Johnson & Johnson Stock Is Jumping, General Mills Is Gaining, and the Dow Is Joining the Party",0.0,0.718,0.282,0.6705,
56,2020-09-23 06:56:00,JNJ,Johnson & Johnson's stock rallies after Phase 3 trial launched for COVID-19 vaccine candidate,0.0,0.88,0.12,0.128,
57,2020-09-23 06:45:00,JNJ,Johnson & Johnson Initiates Pivotal Global Phase 3 Clinical Trial of Janssen's COVID-19 Vaccine Candidate,0.0,1.0,0.0,0.0,
59,2020-09-22 17:45:00,JNJ,Johnson & Johnson (JNJ) Stock Sinks As Market Gains: What You Should Know,0.0,0.821,0.179,0.34,
60,2020-09-22 16:25:00,JNJ,Johnson & Johnson stock underperforms Tuesday when compared to competitors,0.0,1.0,0.0,0.0,
61,2020-09-21 16:27:00,JNJ,Illumina Announces $8 Billion Acquisition Of Former Cancer-Testing Spinoff Grail,0.0,1.0,0.0,0.0,
62,2020-09-21 16:25:00,JNJ,"Johnson & Johnson stock falls Monday, underperforms market",0.0,1.0,0.0,0.0,
63,2020-09-21 14:04:00,JNJ,"Instead of Going Public, Cancer-Testing Spinoff Grail Is Returning to Illumina",0.0,1.0,0.0,0.0,
64,2020-09-21 10:42:00,JNJ,Anticancer Drug Team-Ups Show Promise. 4 Stocks That Stand to Gain.,0.0,0.584,0.41600000000000004,0.6908,
65,2020-09-21 09:00:00,JNJ,Why Legend Biotech Stock Is Sinking Today,0.0,1.0,0.0,0.0,
66,2020-09-20 06:09:00,JNJ,3 Best Coronavirus Vaccine Stocks to Buy Right Now,0.0,0.625,0.375,0.6369,
68,2020-09-18 16:19:00,JNJ,First Psychedelic Drug Stock Hits $1 Billion In Debut After Upsized IPO,0.0,1.0,0.0,0.0,
69,2020-09-18 15:57:00,JNJ,EXPLAINER-When will COVID-19 vaccines be generally available in the U.S.?,0.0,1.0,0.0,0.0,
70,2020-09-18 15:12:00,JNJ,Three-quarters of Americans are worried about the vaccine rush: Pew,0.196,0.804,0.0,-0.29600000000000004,
71,2020-09-18 12:50:00,JNJ,Dow Jones Extends Losses As Apple Drops; Nasdaq Falls Deeper In The Red,0.17800000000000002,0.7240000000000001,0.099,-0.29600000000000004,
73,2020-09-18 10:26:00,JNJ,Price Over Earnings Overview: Johnson & Johnson,0.0,1.0,0.0,0.0,
74,2020-09-18 09:51:00,JNJ,Why Novartis Absence From the Covid-19 Vaccine Race Is a Benefit,0.0,0.75,0.25,0.4588,
75,2020-09-18 09:26:00,JNJ,"Moderna CEO downplays vaccine timeline pressure: 'We don't want the first, we want the best'",0.23399999999999999,0.5539999999999999,0.212,0.3728,
76,2020-09-18 08:45:00,JNJ,These 3 Dividend Aristocrats Will Shield You From Another Market Crash,0.231,0.769,0.0,-0.4019,
77,2020-09-18 08:04:00,JNJ,How Much Of Johnson & Johnson (NYSE:JNJ) Do Institutions Own?,0.0,1.0,0.0,0.0,
78,2020-09-18 06:08:00,JNJ,3 Coronavirus Vaccines in Phase 3 Clinical Studies: How They Stack Up Against Each Other,0.0,1.0,0.0,0.0,
79,2020-09-18 05:31:00,JNJ,20/20 GeneSystems Stock: Leveraging AI for More Accurate Cancer Screening,0.342,0.6579999999999999,0.0,-0.6887,
80,2020-09-17 22:06:00,JNJ,"Johnson & Johnson Downplayed Opioid Drugs' Side Effects, New York Unveils Charges",0.174,0.826,0.0,-0.2732,
82,2020-09-17 17:27:00,JNJ,New York Files Charges Against Johnson & Johnson Over Opioid Marketing,0.18899999999999997,0.8109999999999999,0.0,-0.2732,
83,2020-09-17 17:02:00,JNJ,Economic recovery wont come until we get Americans to feel safe: Ric Edelman,0.0,0.805,0.195,0.4404,
84,2020-09-17 16:54:00,JNJ,"Infectious Diseases Physician on COVID-19 vaccine outlook: 'Its less about whats the exact date, but making sure its effective'",0.0,0.705,0.295,0.7964,
85,2020-09-17 16:25:00,JNJ,Johnson & Johnson stock underperforms Thursday when compared to competitors,0.0,1.0,0.0,0.0,
86,2020-09-17 15:29:00,JNJ,"FOCUS-Pfizer vaccine trial bets on early win against coronavirus, documents show",0.0,0.725,0.275,0.5859,
87,2020-09-17 11:21:00,JNJ,Johnson & Johnson Faces New York State Insurance Fraud Action Linked to Opioid Crisis,0.418,0.5820000000000001,0.0,-0.836,
88,2020-09-17 11:06:00,JNJ,"Race for a COVID-19 vaccine continues, here's what you need to know",0.0,1.0,0.0,0.0,
89,2020-09-16 16:25:00,JNJ,"Johnson & Johnson stock falls Wednesday, still outperforms market",0.0,1.0,0.0,0.0,
90,2020-09-16 14:04:00,JNJ,Cos. with a real vaccine history will have their data sets in early 2021: Expert,0.0,1.0,0.0,0.0,
91,2020-09-16 06:08:00,JNJ,3 Steady Stocks to Buy in a Highly Volatile Market,0.0,1.0,0.0,0.0,
92,2020-09-15 17:45:00,JNJ,Johnson & Johnson (JNJ) Gains But Lags Market: What You Should Know,0.18,0.647,0.17300000000000001,-0.0258,
93,2020-09-15 15:49:00,JNJ,Coronavirus update: Trump says vaccine ready within weeks; Pfizer says some patients show side effects,0.0,0.848,0.152,0.3612,
94,2020-09-15 12:27:00,JNJ,US government must rebuild trust in the FDA: top doctor,0.0,0.611,0.389,0.6249,
95,2020-09-15 11:58:00,JNJ,Trump says COVID-19 vaccine will be ready within 'weeks',0.0,0.762,0.23800000000000002,0.3612,
96,2020-09-15 11:44:00,JNJ,Some volunteers quit J&J COVID-19 trial in Spain after AstraZeneca scare: investigator,0.225,0.775,0.0,-0.4939,
97,2020-09-15 10:32:00,JNJ,"Some back out of J&J COVID-19 vaccine trial in Spain after AstraZeneca scare, lead investigator says",0.17600000000000002,0.8240000000000001,0.0,-0.4939,
98,2020-09-15 09:46:00,JNJ,"Dow jumps 175 points on gains for shares of Apple Inc., Dow Inc.",0.0,0.705,0.295,0.5574,
99,2020-09-14 11:58:00,JNJ,AstraZeneca resumes COVID-19 vaccine trial,0.0,1.0,0.0,0.0,
0,2020-09-28 20:59:00,JNJ,Coronavirus update: World tops 1M deaths; Inovio delays late-stage trial as vaccine race quickens,0.0,0.7979999999999999,0.20199999999999999,0.5106,
2,2020-09-28 17:10:00,JNJ,Biotech ETFs in Focus as the COVID-19 Vaccine Race Intensifies,0.0,1.0,0.0,0.0,
3,2020-09-28 16:52:00,JNJ,"Johnson & Johnson stock rises Monday, still underperforms market",0.0,1.0,0.0,0.0,
4,2020-09-28 16:23:00,JNJ,Inovio Forced To Delay Planned Testing Of Covid-19 Vaccine; Stock Plummets,0.371,0.629,0.0,-0.6486,
5,2020-09-28 12:15:00,JNJ,Dow Jones Vaults 500 Points To Retake Key Support In Broad Stock Market Rally,0.0,0.828,0.172,0.4019,
6,2020-09-27 07:29:00,JNJ,Forget Apple: Here Are 3 Better Dividend Stocks,0.19399999999999998,0.51,0.29600000000000004,0.25,
7,2020-09-27 07:00:00,JNJ,J&J Covid-19 Vaccine Trial Shows Strong Immune Response; Street Says Buy,0.0,0.621,0.379,0.6705,
10,2020-09-25 17:47:00,JNJ,Chesapeake Utilities to Join S&P SmallCap 600,0.0,0.732,0.268,0.29600000000000004,
0,2020-09-29 16:25:00,JNJ,Johnson & Johnson stock outperforms competitors despite losses on the day,0.0,0.799,0.201,0.3089,
1,2020-09-29 12:53:00,JNJ,Jabil Inc. -- Moody's announces completion of a periodic review of ratings of Jabil Inc.,0.0,1.0,0.0,0.0,
2,2020-09-29 10:25:00,JNJ,Global COVID-19 death toll tops 1 million,0.348,0.35700000000000004,0.295,-0.1531,
8,2020-09-28 15:46:00,JNJ,Inovio Stock Tumbles After Covid-19 Vaccine Trial Is Halted,0.0,1.0,0.0,0.0,
0,2020-09-30 16:25:00,JNJ,Johnson & Johnson stock outperforms market on strong trading day,0.0,0.708,0.292,0.5106,
1,2020-09-30 15:15:00,JNJ,"Chile approves clinical trials for Sinovac, J&J coronavirus vaccines",0.0,0.748,0.252,0.4019,
2,2020-09-30 10:41:00,JNJ,COVID-19 infections spike in New York as kids head back to school,0.0,1.0,0.0,0.0,
3,2020-09-30 10:19:00,JNJ,Modernas Covid Vaccine Generated Strong Antibodies in the Elderly. What It Means for the Stock.,0.0,0.809,0.191,0.5106,
4,2020-09-30 08:49:00,JNJ,Trump administration has shown troubling failure to lead global coronavirus response: Gayle Smith,0.382,0.618,0.0,-0.7783,
2020-10-01 17:37:00,,JNJ,"October FDA, CDC Meetings On Coronavirus Vaccines Set Stage For Emergency Use Authorization",0.17800000000000002,0.8220000000000001,0.0,-0.3818,0.0
2020-10-01 16:25:00,,JNJ,"Johnson & Johnson stock falls Thursday, underperforms market",0.0,1.0,0.0,0.0,1.0
2020-10-01 12:19:00,,JNJ,Coronavirus update: Moderna targets Thanksgiving for vaccine results as pressure mounts on Pfizer,0.155,0.845,0.0,-0.29600000000000004,2.0
2020-10-01 10:33:00,,JNJ,Moderna CEO: no vaccine before U.S. election: RPT,0.239,0.7609999999999999,0.0,-0.29600000000000004,3.0
2020-10-01 08:40:00,,JNJ,"Johnson & Johnson Completes Acquisition of Momenta Pharmaceuticals, Inc.",0.0,1.0,0.0,0.0,4.0
2020-10-01 07:32:00,,JNJ,J&J Simponi Aria Gets FDA Nod for Pediatric Use in Arthritis,0.0,1.0,0.0,0.0,5.0
2020-10-01 06:00:00,,JNJ,Dispute between W.H.O. and President Trump over coronavirus is tragic: Gayle Smith,0.363,0.637,0.0,-0.6908,6.0
